DisplayOrder,COUNTRY,ISO3,WHO_REGION,WHO_REGION_SHORTNAME,CasesAll,CasesLast24Hours,CasesLast7Days,DeathsAll,DeathsLast24Hours,DeathsLast7Days,Latitude,Longitude,MPX_DataAvailable,LASTREPDATE
3,"BONAIRE, SAINT EUSTATIUS AND SABA",BES,WHO Region of the Americas,AMRO,0,0,0,0,0,0,12.8000687,-67.68539883,0,
3,BOSNIA AND HERZEGOVINA,BIH,WHO European Region,EURO,5,0,0,0,0,0,44.16643966,17.78861095,1,2022-10-04T00:00:00
3,BOTSWANA,BWA,WHO African Region,AFRO,0,0,0,0,0,0,-22.18204202,23.8150775,0,
3,BRAZIL,BRA,WHO Region of the Americas,AMRO,7869,0,245,2,0,0,-10.7722828,-53.08875436,1,2022-10-02T00:00:00
3,BRITISH VIRGIN ISLANDS,VGB,WHO Region of the Americas,AMRO,0,0,0,0,0,0,18.50995704,-64.48189201,0,
3,BRUNEI DARUSSALAM,BRN,WHO Western Pacific Region,WPRO,0,0,0,0,0,0,4.52147838,114.76132088,0,
3,BULGARIA,BGR,WHO European Region,EURO,6,0,0,0,0,0,42.76032141,25.23475756,1,2022-10-04T00:00:00
3,BURKINA FASO,BFA,WHO African Region,AFRO,0,0,0,0,0,0,12.27793715,-1.73983521,0,
3,BURUNDI,BDI,WHO African Region,AFRO,0,0,0,0,0,0,-3.35629712,29.88682139,0,
3,CABO VERDE,CPV,WHO African Region,AFRO,0,0,0,0,0,0,15.95835631,-23.98646952,0,
3,CAMBODIA,KHM,WHO Western Pacific Region,WPRO,0,0,0,0,0,0,12.71402994,104.92123962,0,
3,CAMEROON,CMR,WHO African Region,AFRO,8,0,0,2,0,0,5.68580436,12.7432535,1,2022-10-04T00:00:00
3,CANADA,CAN,WHO Region of the Americas,AMRO,1400,0,4,0,0,0,61.3930667,-98.26094698,1,2022-10-04T00:00:00
3,CAYMAN ISLANDS,CYM,WHO Region of the Americas,AMRO,0,0,0,0,0,0,19.431525,-80.82909683,0,
3,CENTRAL AFRICAN REPUBLIC,CAF,WHO African Region,AFRO,9,0,0,0,0,0,6.57145342,20.48278081,1,2022-10-04T00:00:00
3,CHAD,TCD,WHO African Region,AFRO,0,0,0,0,0,0,15.3611457,18.66460339,0,
3,CHILE,CHL,WHO Region of the Americas,AMRO,915,0,35,0,0,0,-37.86811922,-71.38009385,1,2022-10-04T00:00:00
3,CHINA,CHN,WHO Western Pacific Region,WPRO,5,0,0,0,0,0,36.51870146,103.8934731,1,2022-09-16T00:00:00
3,CHRISTMAS ISLAND,CXR,WHO Western Pacific Region,WPRO,0,0,0,0,0,0,-10.44411526,105.70369832,0,
3,COCOS (KEELING) ISLANDS,CCK,WHO Western Pacific Region,WPRO,0,0,0,0,0,0,-12.17188243,96.85559708,0,
3,COLOMBIA,COL,WHO Region of the Americas,AMRO,2042,0,0,0,0,0,3.90037401,-73.07576335,1,2022-09-28T00:00:00
3,COMOROS,COM,WHO African Region,AFRO,0,0,0,0,0,0,-11.89337767,43.67623201,0,
3,CONGO,COG,WHO African Region,AFRO,5,0,0,0,0,0,-0.84006603,15.22427459,1,2022-10-04T00:00:00
3,COOK ISLANDS,COK,WHO Western Pacific Region,WPRO,0,0,0,0,0,0,-18.92510386,-159.11875865,0,
3,COSTA RICA,CRI,WHO Region of the Americas,AMRO,5,0,1,0,0,0,9.97052135,-84.18903867,1,2022-10-04T00:00:00
3,CÔTE D'IVOIRE,CIV,WHO African Region,AFRO,0,0,0,0,0,0,7.6317253,-5.55549992,0,
3,CROATIA,HRV,WHO European Region,EURO,29,0,0,0,0,0,45.04363696,16.40934249,1,2022-10-04T00:00:00
3,CUBA,CUB,WHO Region of the Americas,AMRO,4,0,1,1,0,0,21.62142096,-79.0381998,1,2022-10-04T00:00:00
3,CURAÇAO,CUW,WHO Region of the Americas,AMRO,3,0,0,0,0,0,12.18777683,-68.9673693,1,2022-09-22T00:00:00
3,CYPRUS,CYP,WHO European Region,EURO,5,0,0,0,0,0,35.04299175,33.21863708,1,2022-10-04T00:00:00
3,CZECHIA,CZE,WHO European Region,EURO,68,0,2,1,0,0,49.74303614,15.33833995,1,2022-10-04T00:00:00
3,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,PRK,WHO South-East Asia Region,SEARO,0,0,0,0,0,0,40.14284868,127.18053377,0,
3,DEMOCRATIC REPUBLIC OF THE CONGO,COD,WHO African Region,AFRO,190,0,0,0,0,0,-2.87622576,23.65431545,1,2022-10-04T00:00:00
3,DENMARK,DNK,WHO European Region,EURO,187,0,2,0,0,0,55.9623328,10.05082082,1,2022-10-04T00:00:00
3,DJIBOUTI,DJI,WHO Eastern Mediterranean Region,EMRO,0,0,0,0,0,0,11.7498128,42.5779403,0,
3,DOMINICA,DMA,WHO Region of the Americas,AMRO,0,0,0,0,0,0,15.43661252,-61.35549385,0,
3,DOMINICAN REPUBLIC,DOM,WHO Region of the Americas,AMRO,31,0,0,0,0,0,18.89309386,-70.48543447,1,2022-09-16T00:00:00
3,ECUADOR,ECU,WHO Region of the Americas,AMRO,142,0,22,1,0,0,-1.42528337,-78.78096177,1,2022-10-04T00:00:00
3,EGYPT,EGY,WHO Eastern Mediterranean Region,EMRO,1,0,0,0,0,0,26.5565646,29.78210708,1,2022-09-27T00:00:00
3,EL SALVADOR,SLV,WHO Region of the Americas,AMRO,9,0,4,0,0,0,13.73614532,-88.86560674,1,2022-10-03T00:00:00
